Index,Height(cm),Weight(kg)
1361,172.7,56.0
1362,173.2,55.4
1363,172.6,72.4
1364,171.9,55.1
1365,169.8,56.4
1366,174.0,59.2
1367,168.8,53.4
1368,179.2,66.7
1369,174.2,58.4
1370,170.5,52.5
1371,162.1,47.2
1372,171.2,55.5
1373,181.1,56.5
1374,172.7,45.5
1375,172.2,59.8
1376,180.5,61.1
1377,179.5,67.4
1378,176.4,68.6
1379,172.1,55.1
1380,168.6,60.2
1381,169.9,53.6
1382,171.1,54.6
1383,177.9,64.2
1384,188.5,58.5
1385,173.8,58.7
1386,174.9,67.4
1387,168.7,50.9
1388,174.2,59.0
1389,175.3,55.9
1390,162.9,45.1
1391,184.4,63.1
1392,176.6,59.9
1393,176.1,57.9
1394,170.8,62.1
1395,174.8,57.4
1396,167.2,50.4
1397,175.6,58.3
1398,169.6,55.9
1399,173.0,64.1
1400,169.0,57.6
1401,169.5,53.5
1402,169.3,52.3
1403,168.0,62.1
1404,172.8,57.4
1405,171.1,58.6
1406,173.7,64.5
1407,174.4,62.0
1408,170.3,55.3
1409,176.0,66.6
1410,177.7,64.7
1411,173.7,63.6
1412,173.2,49.8
1413,171.1,61.2
1414,167.4,57.9
1415,171.1,49.4
1416,179.8,62.8
1417,185.0,68.7
1418,165.0,59.0
1419,174.4,51.3
1420,174.6,58.6
1421,171.0,60.4
1422,169.4,56.6
1423,167.3,55.1
1424,179.9,62.5
1425,165.3,57.1
1426,179.4,61.4
1427,172.6,48.7
1428,179.5,65.4
1429,168.5,45.6
1430,182.8,59.0
1431,178.2,63.9
1432,179.4,65.2
1433,164.8,41.0
1434,176.8,59.2
1435,165.5,56.2
1436,175.5,69.9
1437,182.4,62.4
1438,174.4,64.3
1439,170.6,57.5
1440,172.7,59.9
1441,179.8,54.9
1442,174.8,54.3
1443,177.9,57.9
1444,175.1,60.9
1445,163.6,49.2
1446,162.1,56.7
1447,173.6,55.8
1448,175.9,58.9
1449,186.4,70.2
1450,176.2,68.9
1451,179.6,61.6
1452,171.7,57.7
1453,180.3,62.5
1454,172.1,56.5
1455,180.6,70.1
1456,182.8,60.8
1457,167.0,53.3
1458,166.7,58.2
1459,173.7,53.6
1460,179.1,58.0
1461,168.7,58.9
1462,169.2,59.6
1463,172.8,58.1
1464,177.4,55.7
1465,173.3,65.1
1466,172.2,48.3
1467,170.7,56.7
1468,168.1,51.6
1469,167.6,47.9
1470,178.8,56.9
1471,170.1,54.4
1472,175.4,61.3
1473,163.6,50.8
1474,178.6,57.4
1475,173.9,57.5
1476,172.9,62.9
1477,176.9,65.0
1478,172.3,56.6
1479,174.8,54.1
1480,175.0,58.7
1481,181.1,64.1
1482,164.9,56.7
1483,163.6,53.4
1484,171.7,58.1
1485,166.0,56.9
1486,174.2,63.5
1487,176.9,60.1
1488,164.2,58.8
1489,180.8,63.2
1490,166.9,55.2
1491,167.8,55.7
1492,170.3,53.3
1493,173.8,61.7
1494,174.1,56.2
1495,167.5,46.7
1496,170.1,54.1
1497,164.9,47.4
1498,169.2,58.6
1499,173.2,62.7
1500,176.7,62.9
1501,182.0,59.2
1502,165.3,56.4
1503,169.8,58.0
1504,172.3,56.8
1505,175.8,55.0
1506,177.2,58.1
1507,171.4,55.1
1508,173.0,58.7
1509,174.0,57.8
1510,171.5,51.3
1511,174.8,60.1
1512,166.1,50.2
1513,173.5,63.1
1514,174.7,58.4
1515,166.1,60.3
1516,169.6,56.7
1517,166.1,43.5
1518,179.5,69.4
1519,180.3,55.0
1520,169.6,57.8
1521,168.3,54.6
1522,171.0,57.8
1523,171.2,50.4
1524,180.4,69.6
1525,161.9,50.3
1526,170.0,54.9
1527,167.3,56.0
1528,170.3,52.8
1529,172.5,61.2
1530,169.5,51.6
1531,168.5,51.3
1532,169.0,57.9
1533,174.3,56.8
1534,167.9,52.4
1535,170.2,63.0
1536,179.0,60.5
1537,165.9,59.2
1538,170.9,51.8
1539,178.8,62.4
1540,172.8,51.9
1541,178.7,63.3
1542,173.7,56.6
1543,172.2,59.0
1544,177.2,64.3
1545,176.8,56.9
1546,172.7,54.1
1547,167.2,48.6
1548,170.2,56.9
1549,161.4,52.5
1550,181.6,58.4
1551,177.6,58.7
1552,180.9,66.1
1553,181.8,56.1
1554,165.9,56.5
1555,165.6,55.7
1556,165.7,54.6
1557,171.4,58.3
1558,170.9,50.6
1559,165.0,53.4
1560,164.1,49.7
1561,177.1,60.3
1562,172.1,56.3
1563,176.0,62.1
1564,181.3,65.0
1565,166.6,53.2
1566,168.2,59.3
1567,169.0,62.3
1568,171.5,58.5
1569,172.0,52.0
1570,174.2,62.8
1571,168.2,55.9
1572,172.1,55.3
1573,173.4,67.8
1574,173.7,62.2
1575,167.9,62.9
1576,177.9,53.9
1577,166.3,52.9
1578,168.8,59.7
1579,172.4,58.8
1580,178.7,59.6
1581,173.0,56.8
1582,178.0,59.8
1583,171.8,54.9
1584,175.5,55.3
1585,173.8,67.1
1586,175.6,59.3
1587,172.6,63.5
1588,171.8,57.4
1589,169.7,53.0
1590,174.2,60.1
1591,171.3,59.3
1592,174.3,60.2
1593,167.4,56.5
1594,179.6,58.8
1595,173.0,59.6
1596,176.5,55.1
1597,170.3,53.0
1598,175.4,65.1
1599,179.5,63.5
1600,172.6,57.7
1601,174.0,52.8
1602,174.8,66.0
1603,170.6,61.7
1604,173.6,57.3
1605,171.2,59.4
1606,164.8,59.7
1607,166.5,56.8
1608,176.3,66.7
1609,168.8,49.6
1610,160.7,54.8
1611,171.7,51.0
1612,177.5,62.8
1613,178.2,62.0
1614,179.4,61.7
1615,181.3,67.5
1616,169.0,54.6
1617,180.5,60.6
1618,171.8,63.5
1619,162.2,58.5
1620,169.7,54.9
1621,174.3,57.0
1622,178.8,53.4
1623,165.6,60.8
1624,175.5,55.3
1625,173.5,61.4
1626,167.2,50.6
1627,170.6,53.2
1628,172.4,59.8
1629,171.5,59.1
1630,172.7,56.6
1631,178.7,57.9
1632,170.9,53.8
1633,167.5,53.9
1634,165.8,53.2
1635,182.5,57.8
1636,171.0,58.5
1637,174.1,67.0
1638,177.2,59.9
1639,167.0,58.8
1640,170.8,64.7
1641,171.7,55.9
1642,166.5,52.0
1643,179.3,60.9
1644,164.9,58.7
1645,177.4,60.4
1646,179.9,59.0
1647,173.5,63.2
1648,171.6,59.7
1649,182.6,61.4
1650,174.8,59.2
1651,174.2,65.7
1652,167.7,55.3
1653,170.8,50.2
1654,179.2,68.1
1655,168.4,56.2
1656,174.2,58.3
1657,174.3,56.8
1658,172.7,58.9
1659,168.0,57.0
1660,168.7,59.9
1661,173.8,63.5
1662,169.7,51.8
1663,172.0,52.7
1664,180.3,53.4
1665,171.6,59.6
1666,175.6,51.5
1667,172.7,65.7
1668,168.4,64.2
1669,176.0,63.5
1670,166.7,49.2
1671,168.2,53.2
1672,169.5,57.5
1673,176.9,61.3
1674,173.3,59.9
1675,176.0,49.5
1676,176.9,58.0
1677,181.6,55.4
1678,176.2,62.5
1679,165.6,57.9
1680,162.6,50.6
1681,169.1,55.1
1682,167.2,63.0
1683,167.9,52.8
1684,174.2,62.3
1685,172.4,55.3
1686,181.4,53.0
1687,167.6,57.2
1688,180.2,52.0
1689,163.5,57.5
1690,177.2,59.6
1691,168.8,54.0
1692,172.1,62.5
1693,180.8,58.8
1694,171.0,58.1
1695,178.4,62.3
1696,176.0,58.8
1697,168.5,60.5
1698,176.0,56.6
1699,168.6,51.7
1700,160.6,53.0
1701,175.7,62.9
1702,175.6,56.9
1703,171.4,59.2
1704,177.2,60.9
1705,176.8,65.1
1706,167.5,64.5
1707,175.0,63.4
1708,170.8,60.1
1709,172.1,62.8
1710,174.6,55.8
1711,165.6,60.2
1712,168.4,48.4
1713,172.8,61.2
1714,169.9,59.4
1715,172.2,55.6
1716,169.3,61.7
1717,177.2,54.2
1718,173.8,53.4
1719,166.5,52.4
1720,173.6,47.5
1721,168.3,56.1
1722,168.7,62.8
1723,174.4,60.0
1724,174.5,53.2
1725,172.8,64.3
1726,168.3,58.8
1727,162.8,42.9
1728,170.3,54.7
1729,167.1,55.1
1730,172.8,60.4
1731,171.5,58.0
1732,168.6,56.0
1733,180.0,62.1
1734,173.5,51.8
1735,170.3,53.6
1736,180.1,55.3
1737,174.7,66.0
1738,174.8,58.5
1739,169.7,50.1
1740,165.2,57.6
1741,182.5,64.0
1742,171.2,62.7
1743,174.9,60.2
1744,168.6,57.7
1745,172.5,66.3
1746,175.4,64.3
1747,168.3,57.4
1748,173.9,55.1
1749,169.9,52.9
1750,181.3,63.1
1751,167.8,52.7
1752,169.3,52.5
1753,171.0,53.0
1754,173.2,62.9
1755,176.8,49.2
1756,171.5,60.6
1757,172.7,58.1
1758,176.6,58.4
1759,172.7,52.4
1760,171.7,56.7
1761,177.3,61.9
1762,183.8,55.3
1763,173.1,57.6
1764,172.3,54.4
1765,174.9,64.5
1766,167.7,59.0
1767,167.2,59.5
1768,175.8,58.5
1769,164.4,50.8
1770,174.0,60.1
1771,173.4,60.9
1772,166.4,57.9
1773,169.5,52.0
1774,175.8,62.7
1775,181.5,63.7
1776,178.0,57.1
1777,177.0,61.0
1778,182.1,62.0
1779,180.6,56.0
1780,171.8,59.1
1781,178.8,68.0
1782,173.6,52.4
1783,164.4,49.7
1784,164.1,49.4
1785,170.0,51.0
1786,173.9,59.0
1787,170.7,62.1
1788,172.2,50.4
1789,169.4,54.1
1790,171.2,54.5
1791,172.7,56.3
1792,165.8,53.5
1793,175.6,64.5
1794,171.4,55.5
1795,174.9,52.5
1796,172.8,62.0
1797,178.7,54.7
1798,172.9,55.0
1799,169.2,60.6
1800,168.2,57.9
1801,179.5,63.1
1802,172.5,63.7
1803,172.7,56.4
1804,172.3,62.1
1805,180.0,62.1
1806,174.4,59.0
1807,166.7,51.5
1808,170.1,57.9
1809,176.3,53.5
1810,172.7,57.7
1811,175.3,56.2
1812,165.3,55.0
1813,174.4,53.8
1814,171.6,52.4
1815,169.8,59.5
1816,168.7,50.0
1817,173.8,58.6
1818,177.4,63.9
1819,168.6,54.9
1820,177.0,61.0
1821,167.9,52.7
1822,167.2,53.4
1823,174.5,57.4
1824,181.3,62.2
1825,177.1,69.0
1826,173.7,58.3
1827,165.2,51.7
1828,163.5,48.1
1829,175.8,60.9
1830,169.4,60.1
1831,175.7,61.0
1832,171.5,66.6
1833,179.6,59.5
1834,175.4,60.3
1835,168.6,63.7
1836,177.2,65.7
1837,177.1,58.6
1838,170.2,62.6
1839,173.7,57.0
1840,166.9,58.7
1841,178.9,58.7
1842,167.9,47.7
1843,168.5,56.8
1844,165.7,58.2
1845,171.5,55.9
1846,173.3,50.3
1847,171.2,51.9
1848,177.4,62.3
1849,168.4,57.1
1850,175.4,63.9
1851,176.9,59.5
1852,179.7,63.6
1853,171.5,63.0
1854,171.5,53.2
1855,170.9,49.9
1856,172.1,58.7
1857,178.1,61.3
1858,168.4,49.1
1859,184.1,66.4
1860,170.0,57.9
1861,170.8,60.6
1862,176.0,56.6
1863,182.1,56.0
1864,177.0,56.8
1865,173.3,52.8
1866,179.8,56.5
1867,176.9,60.3
1868,171.5,56.3
1869,178.5,62.4
1870,171.0,50.9
1871,167.2,53.5
1872,170.9,48.6
1873,173.9,58.0
1874,168.1,54.2
1875,180.7,58.9
1876,171.5,57.3
1877,172.7,54.7
1878,179.7,66.8
1879,173.1,56.2
1880,177.1,56.7
1881,176.0,58.6
1882,172.0,60.4
1883,181.2,61.2
1884,165.1,52.4
1885,169.1,51.8
1886,168.2,57.4
1887,173.8,55.1
1888,173.4,62.3
1889,182.0,59.0
1890,179.7,67.7
1891,174.8,59.8
1892,172.2,56.5
1893,170.9,56.3
1894,190.9,66.7
1895,178.3,61.6
1896,178.1,55.1
1897,171.6,59.6
1898,165.6,61.3
1899,180.6,64.1
1900,161.1,48.3
1901,177.5,63.6
1902,170.9,63.5
1903,168.1,56.6
1904,166.9,61.2
1905,173.0,61.7
1906,175.6,60.6
1907,176.4,51.8
1908,170.4,65.5
1909,174.0,57.9
1910,173.1,52.0
1911,169.0,54.0
1912,171.0,53.9
1913,168.8,51.9
1914,173.3,53.1
1915,178.0,63.2
1916,175.9,64.3
1917,178.2,53.2
1918,167.8,62.1
1919,175.2,59.4
1920,169.6,56.4
1921,177.3,64.0
1922,172.5,56.8
1923,176.4,68.7
1924,180.7,53.6
1925,169.8,51.9
1926,172.1,53.8
1927,179.9,58.6
1928,175.8,57.4
1929,173.2,60.4
1930,171.0,60.3
1931,171.4,59.2
1932,172.0,50.1
1933,174.2,59.7
1934,178.3,64.8
1935,177.4,62.2
1936,174.8,64.4
1937,174.2,56.1
1938,168.1,55.2
1939,173.5,51.2
1940,167.7,54.9
1941,178.9,56.5
1942,167.5,56.8
1943,170.9,55.0
1944,178.4,63.6
1945,168.6,61.9
1946,166.9,56.4
1947,184.6,68.1
1948,166.4,48.9
1949,174.5,58.5
1950,176.1,60.4
1951,171.2,57.0
1952,172.8,59.4
1953,177.5,68.8
1954,163.9,52.1
1955,175.8,63.3
1956,172.7,58.0
1957,178.2,63.2
1958,179.1,59.4
1959,169.8,61.2
1960,174.4,47.5
1961,172.5,51.5
1962,175.9,52.8
1963,163.8,49.7
1964,182.0,57.6
1965,177.9,66.6
1966,173.0,57.5
1967,165.7,55.5
1968,173.4,58.0
1969,168.1,56.7
1970,167.2,55.8
1971,166.7,48.7
1972,180.2,50.6
1973,176.0,59.2
1974,177.6,60.2
1975,184.7,57.1
1976,173.9,51.3
1977,168.9,55.9
1978,183.4,55.7
1979,176.6,63.1
1980,164.6,55.6
1981,171.2,57.6
1982,171.8,59.7
1983,177.8,65.6
1984,167.8,60.5
1985,165.6,49.8
1986,173.7,60.3
1987,162.5,56.1
1988,178.6,54.4
1989,178.2,55.9
1990,172.8,55.7
1991,172.9,57.1
1992,170.1,53.2
1993,174.8,64.8
1994,178.6,52.0
1995,166.8,50.4
1996,176.0,64.3
1997,182.1,57.4
1998,170.6,67.3
1999,175.9,60.2
2000,174.6,57.5
2001,175.3,56.9
2002,174.5,59.0
2003,174.1,55.9
2004,171.9,59.0
2005,176.8,62.9
2006,175.0,59.3
2007,168.1,51.4
2008,171.4,63.4
2009,185.0,67.5
2010,162.6,41.2
2011,172.8,56.1
2012,174.0,60.1
2013,180.0,59.6
2014,165.9,52.9
2015,167.0,49.5
2016,166.3,58.7
2017,167.6,52.0
2018,166.6,61.8
2019,177.1,65.6
2020,168.1,49.0
2021,173.3,55.4
2022,167.6,55.9
2023,181.0,60.6
2024,182.9,72.2
2025,175.1,67.5
2026,171.1,54.6
2027,178.1,50.0
2028,174.9,62.4
2029,171.8,60.1
2030,170.5,61.9
2031,178.8,62.3
2032,174.5,61.2
2033,170.0,53.9
2034,177.5,65.3
2035,172.6,58.3
2036,174.0,57.1
2037,176.4,54.9
2038,172.0,56.9
2039,177.4,64.1
2040,169.2,64.0
2041,168.6,53.0
2042,173.3,59.5
2043,173.8,61.0
2044,173.9,60.4
2045,180.2,62.5
2046,176.9,59.1
2047,165.3,49.7
2048,182.4,64.8
2049,167.5,46.1
2050,169.0,51.0
2051,179.1,59.5
2052,168.3,59.4
2053,164.4,50.6
2054,162.0,50.3
2055,166.1,57.8
2056,166.6,48.9
2057,169.1,52.2
2058,170.9,50.9
2059,168.0,58.1
2060,167.9,54.2
2061,171.9,56.5
2062,174.6,57.2
2063,169.1,50.5
2064,165.1,57.9
2065,176.0,56.6
2066,170.7,55.8
2067,177.3,53.4
2068,169.0,54.8
2069,168.0,55.0
2070,177.6,66.5
2071,169.4,57.2
2072,171.9,58.1
2073,172.4,58.8
2074,171.8,55.1
2075,180.8,71.7
2076,175.3,58.0
2077,179.3,57.7
2078,180.1,63.9
2079,174.0,63.6
2080,169.2,60.2
2081,167.8,52.6
2082,173.1,55.0
2083,185.2,66.9
2084,177.6,63.0
2085,168.9,54.8
2086,176.0,57.1
2087,179.2,61.4
2088,165.4,48.8
2089,178.7,55.8
2090,175.6,59.7
2091,165.6,50.0
2092,170.4,45.5
2093,164.2,48.3
2094,168.4,55.0
2095,181.1,59.2
2096,170.0,60.2
2097,179.9,60.2
2098,169.3,53.4
2099,163.9,42.8
2100,168.8,56.8
2101,169.2,56.9
2102,168.6,53.3
2103,169.8,59.3
2104,174.0,58.2
2105,161.2,53.7
2106,171.6,58.7
2107,166.2,53.0
2108,170.0,66.6
2109,171.7,54.5
2110,170.3,61.8
2111,172.7,59.0
2112,178.7,61.2
2113,175.5,57.3
2114,173.0,64.7
2115,171.6,55.0
2116,174.7,50.4
2117,169.2,59.2
2118,172.4,63.0
2119,172.1,56.7
2120,173.6,64.2
2121,180.5,67.9
2122,173.0,53.8
2123,168.8,54.2
2124,181.5,61.2
2125,174.3,60.4
2126,179.9,66.8
2127,175.0,53.4
2128,170.6,55.7
2129,174.7,57.1
2130,179.2,65.0
2131,168.9,57.7
2132,172.6,51.6
2133,174.7,59.4
2134,177.7,58.7
2135,177.8,71.5
2136,169.0,56.9
2137,165.5,47.8
2138,178.8,59.2
2139,173.5,69.0
2140,166.6,65.3
2141,179.4,61.8
2142,165.3,53.3
2143,163.4,52.0
2144,167.8,52.2
2145,171.1,55.3
2146,178.1,68.1
2147,171.4,55.4
2148,170.5,52.4
2149,170.9,60.5
2150,169.0,64.2
2151,173.1,59.3
2152,174.1,64.9
2153,174.1,62.6
2154,179.8,54.9
2155,169.5,47.4
2156,168.4,54.6
2157,168.1,53.0
2158,166.4,57.9
2159,180.4,58.4
2160,162.7,59.9
2161,170.4,61.8
2162,170.0,51.8
2163,162.4,53.4
2164,169.6,55.2
2165,171.0,53.3
2166,170.0,62.5
2167,177.7,60.4
2168,168.7,51.8
2169,176.4,62.1
2170,168.8,56.9
2171,172.0,55.1
2172,174.3,56.0
2173,169.7,48.9
2174,168.4,53.2
2175,175.5,57.3
2176,167.5,52.3
2177,177.4,65.2
2178,164.0,51.4
2179,166.5,59.8
2180,165.3,57.1
2181,168.4,52.6
2182,174.3,63.1
2183,171.2,55.2
2184,169.5,64.0
2185,166.6,58.0
2186,172.7,59.9
2187,159.0,58.9
2188,168.3,58.7
2189,166.8,53.9
2190,168.5,48.0
2191,165.5,56.6
2192,170.4,64.3
2193,172.9,55.8
2194,174.6,53.7
2195,168.9,55.9
2196,181.2,56.7
2197,171.1,53.5
2198,169.0,61.0
2199,171.3,60.1
2200,176.2,56.1
2201,173.9,62.0
2202,169.7,59.2
2203,174.3,55.3
2204,179.2,56.6
2205,165.8,50.2
2206,166.0,49.4
2207,166.7,58.8
2208,176.7,63.6
2209,168.7,62.5
2210,173.4,63.8
2211,179.7,61.9
2212,173.6,54.9
2213,176.9,64.2
2214,166.0,62.2
2215,182.7,71.0
2216,178.1,62.2
2217,165.5,55.1
2218,176.0,55.4
2219,168.5,59.6
2220,174.4,57.9
2221,178.5,61.4
2222,171.6,58.5
2223,175.8,61.1
2224,176.8,58.9
2225,167.3,58.0
2226,177.6,61.1
2227,173.8,62.9
2228,171.7,65.9
2229,173.0,51.6
2230,164.5,53.8
2231,165.9,58.9
2232,171.8,60.6
2233,175.4,63.4
2234,170.6,53.2
2235,166.9,53.1
2236,174.2,64.0
2237,168.5,62.7
2238,159.5,54.4
2239,165.8,51.1
2240,177.6,63.4
2241,165.7,59.2
2242,181.8,64.5
2243,175.5,60.9
2244,174.9,56.1
2245,168.6,54.0
2246,169.4,60.8
2247,165.0,52.4
2248,176.5,61.3
2249,176.4,52.6
2250,170.4,55.0
2251,179.1,60.9
2252,175.7,64.9
2253,171.4,54.4
2254,171.2,56.6
2255,176.4,58.0
2256,162.9,50.9
2257,175.6,62.3
2258,175.0,54.5
2259,165.0,42.4
2260,168.7,62.2
2261,171.3,56.5
2262,166.7,57.3
2263,178.2,58.2
2264,168.2,59.3
2265,168.9,62.8
2266,165.2,53.0
2267,170.4,53.6
2268,163.4,58.2
2269,163.1,51.3
2270,169.9,51.3
2271,167.1,57.6
2272,174.9,59.6
2273,180.6,65.0
2274,162.3,55.8
2275,173.6,62.0
2276,176.5,63.7
2277,175.3,62.9
2278,178.6,61.4
2279,179.9,61.4
2280,182.5,65.6
2281,176.7,63.4
2282,180.1,62.0
2283,172.6,56.1
2284,172.0,58.0
2285,174.2,67.6
2286,170.0,58.5
2287,173.6,56.9
2288,164.2,63.7
2289,167.8,52.5
2290,178.4,59.3
2291,171.1,54.0
2292,177.7,58.1
2293,179.4,69.4
2294,179.3,57.9
2295,174.9,61.2
2296,174.6,55.1
2297,170.6,58.2
2298,167.1,48.7
2299,171.5,61.8
2300,170.4,67.7
2301,171.9,58.8
2302,164.2,48.0
2303,176.2,51.7
2304,175.8,64.8
2305,171.1,54.1
2306,166.7,53.5
2307,174.7,57.5
2308,173.2,56.7
2309,167.2,47.1
2310,176.0,59.1
2311,179.8,56.2
2312,169.1,62.4
2313,164.3,47.6
2314,182.7,58.6
2315,171.8,54.6
2316,174.6,57.5
2317,170.1,57.7
2318,184.3,59.0
2319,171.1,62.1
2320,177.9,61.7
2321,169.0,50.3
2322,172.1,51.6
2323,171.6,65.6
2324,169.0,60.7
2325,175.7,69.0
2326,175.7,55.7
2327,169.2,53.6
2328,170.4,48.2
2329,176.7,67.4
2330,175.8,46.0
2331,175.9,62.4
2332,171.6,55.8
2333,175.5,64.6
2334,174.1,57.8
2335,180.0,68.6
2336,172.7,56.5
2337,180.4,57.7
2338,169.4,63.6
2339,167.1,51.6
2340,169.7,52.7
2341,167.5,49.7
2342,172.0,59.8
2343,169.5,51.0
2344,169.4,52.4
2345,170.8,54.4
2346,179.1,58.2
2347,177.1,58.4
2348,174.6,52.3
2349,171.7,62.0
2350,183.2,62.5
2351,172.5,57.4
2352,168.1,56.8
2353,182.2,65.5
2354,179.5,62.5
2355,182.6,64.9
2356,172.1,59.8
2357,170.4,55.4
2358,169.7,48.0
2359,161.4,53.9
2360,168.9,63.2
2361,174.0,56.4
2362,169.8,52.9
2363,179.4,61.0
2364,167.7,53.4
2365,171.1,57.6
2366,170.8,54.9
2367,179.9,63.7
2368,173.6,46.5
2369,176.2,60.1
2370,164.5,54.3
2371,174.5,57.1
2372,176.5,56.9
2373,172.9,55.6
2374,168.6,61.2
2375,169.6,55.1
2376,176.9,55.9
2377,177.2,60.4
2378,176.5,54.0
2379,167.3,45.9
2380,179.6,65.0
2381,173.9,57.5
2382,176.2,64.0
2383,179.1,61.3
2384,174.5,58.5
2385,171.8,49.6
2386,173.6,62.4
2387,173.3,63.1
2388,172.5,59.9
2389,178.6,61.9
2390,168.7,58.3
2391,169.0,61.0
2392,176.8,55.6
2393,171.8,63.5
2394,180.5,63.5
2395,179.4,57.8
2396,187.9,64.8
2397,171.4,57.1
2398,167.4,45.9
2399,166.6,52.6
2400,176.5,57.5
2401,176.4,60.6
2402,175.3,52.7
2403,174.2,56.3
2404,170.1,53.9
2405,164.0,61.4
2406,176.5,60.1
2407,166.8,66.2
2408,169.7,50.9
2409,175.1,61.7
2410,175.0,54.8
2411,174.0,60.2
2412,172.8,61.3
2413,175.8,61.2
2414,174.0,64.3
2415,174.8,68.7
2416,170.3,60.9
2417,175.0,63.2
2418,174.6,60.1
2419,183.7,65.1
2420,168.9,55.3
2421,169.5,55.8
2422,170.7,53.8
2423,178.3,59.8
2424,166.4,55.6
2425,174.9,51.5
2426,170.1,59.0
2427,172.8,56.2
2428,180.4,54.4
2429,175.6,56.7
2430,174.9,59.7
2431,164.1,49.6
2432,173.9,50.3
2433,174.8,55.1
2434,168.7,57.9
2435,174.9,66.9
2436,167.1,67.5
2437,162.1,49.5
2438,172.7,54.3
2439,173.7,56.1
2440,169.0,56.6
2441,180.8,65.3
2442,167.7,61.7
2443,168.1,57.7
2444,167.3,55.2
2445,174.4,58.5
2446,174.7,61.4
2447,168.7,55.8
2448,172.9,54.5
2449,173.2,54.5
2450,164.2,56.6
2451,176.0,60.7
2452,172.5,53.6
2453,168.2,59.8
2454,169.8,51.5
2455,174.7,59.5
2456,174.7,64.0
2457,178.6,58.1
2458,171.9,56.6
2459,176.7,59.8
2460,176.2,56.5
2461,168.8,51.1
2462,181.3,66.4
2463,173.0,57.4
2464,176.5,62.1
2465,165.3,53.6
2466,168.3,65.6
2467,178.5,70.3
2468,171.1,53.0
2469,173.7,63.8
2470,174.5,52.9
2471,169.3,62.0
2472,180.7,59.5
2473,162.2,51.7
2474,175.9,61.1
2475,170.7,48.8
2476,170.0,48.5
2477,172.7,66.5
2478,170.5,52.1
2479,177.5,59.4
2480,171.1,57.9
2481,181.7,65.8
2482,190.8,69.8
2483,171.7,60.6
2484,163.1,57.9
2485,166.4,57.4
2486,160.5,41.1
2487,174.5,49.9
2488,168.2,46.2
2489,176.4,51.9
2490,179.7,56.8
2491,178.2,71.3
2492,164.5,50.7
2493,162.3,46.5
2494,172.8,59.0
2495,179.0,70.9
2496,173.5,55.7
2497,174.3,57.0
2498,173.0,57.2
2499,171.2,70.4
2500,175.2,64.8
2501,166.9,55.0
2502,173.5,56.4
2503,171.6,50.7
2504,176.5,56.3
2505,172.3,57.4
2506,180.0,64.7
2507,162.7,49.4
2508,168.8,52.9
2509,174.7,65.1
2510,177.9,55.8
2511,167.8,52.2
2512,175.4,59.9
2513,166.7,54.8
2514,171.7,54.3
2515,172.4,55.4
2516,177.8,56.2
2517,172.2,55.1
2518,170.5,56.1
2519,166.1,44.5
2520,174.5,60.7
2521,175.4,64.3
2522,172.5,53.3
2523,183.6,59.9
2524,161.8,56.5
2525,179.0,48.0
2526,171.8,60.5
2527,172.1,56.9
2528,175.5,60.2
2529,166.6,54.9
2530,171.8,55.1
2531,179.7,64.4
2532,180.3,61.3
2533,171.9,53.7
2534,170.7,55.8
2535,171.4,52.8
2536,171.9,60.3
2537,179.4,66.4
2538,174.9,62.3
2539,165.9,55.4
2540,174.7,63.9
2541,179.2,62.1
2542,175.5,57.8
2543,176.5,59.1
2544,178.1,59.5
2545,167.8,58.8
2546,173.7,57.0
2547,165.4,47.6
2548,162.7,54.6
2549,162.2,46.5
2550,166.5,56.2
2551,168.7,53.4
2552,165.2,55.3
2553,175.9,58.3
2554,174.6,51.3
2555,173.2,56.8
2556,178.2,63.4
2557,172.0,55.1
2558,170.1,52.0
2559,180.2,60.7
2560,167.8,61.5
2561,167.9,57.8
2562,179.3,63.8
2563,169.4,51.7
2564,167.6,54.8
2565,161.1,52.7
2566,168.5,59.4
2567,169.0,61.1
2568,169.7,50.6
2569,172.7,49.9
2570,165.1,48.1
2571,169.1,56.3
2572,169.7,51.5
2573,172.6,60.0
2574,164.4,53.7
2575,167.2,48.1
2576,175.5,62.0
2577,173.5,57.0
2578,180.6,57.4
2579,176.1,67.2
2580,171.8,53.5
2581,167.8,56.5
2582,177.8,57.6
2583,169.0,57.9
2584,174.3,58.8
2585,176.6,64.4
2586,176.6,61.2
2587,173.8,56.7
2588,178.1,62.5
2589,175.0,53.0
2590,171.8,56.1
2591,175.2,58.7
2592,181.6,68.9
2593,179.6,64.6
2594,169.9,51.9
2595,176.7,48.2
2596,168.9,50.5
2597,169.9,53.7
2598,175.6,62.7
2599,174.3,60.2
2600,168.1,50.8
2601,169.3,51.7
2602,176.6,56.0
2603,159.7,44.5
2604,172.3,57.0
2605,174.1,60.7
2606,174.4,65.1
2607,178.1,56.1
2608,169.6,57.9
2609,170.9,57.5
2610,170.1,55.2
2611,176.4,56.0
2612,181.7,65.3
2613,177.0,62.6
2614,173.9,49.6
2615,168.1,50.3
2616,174.7,65.3
2617,172.4,55.3
2618,172.1,58.2
2619,174.1,53.3
2620,173.9,59.2
2621,170.2,42.5
2622,172.8,55.1
2623,179.8,63.7
2624,172.0,54.7
2625,172.9,57.2
2626,177.5,58.2
2627,171.9,48.1
2628,173.6,57.6
2629,177.5,64.8
2630,174.8,50.4
2631,173.7,51.9
