"Id","Type","Zone","LotArea","LotConfig","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtRating","BsmtSF","CentralAir","X1stFlrSF","X2ndFlrSF","LowQualSF","LivAreaSF","FullBath","HalfBath","Bedrooms","Kitchen","KitchenQual","TotRms","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PoolArea","MoSold","YrSold","SaleCondition","SalePrice"
11806812,20,"RL",7175,"Corner","1Fam","1Story",5,7,1951,1951,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",712,"Y",816,0,0,800,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,310,"TA","TA",0,7,2006,"Normal",138654
11828108,20,"RL",5616,"Inside","1Fam","1Story",5,7,1954,1996,"Gable","TA","Gd","CBlock","TA","TA","No","LwQ",433,"Y",827,0,0,844,1,0,2,1,"Gd",4,"Typ",0,NA,"Detchd","Unf",1,312,"TA","TA",0,8,2006,"Normal",135688
11838756,20,"RL",12628,"Inside","1Fam","1Story",8,5,2003,2003,"Hip","Gd","TA","PConc","Ex","TA","No","GLQ",989,"Y",1665,0,0,1707,2,0,3,1,"Ex",7,"Typ",1,"Gd","Attchd","RFn",3,971,"TA","TA",0,11,2006,"Abnorml",317145
11902644,20,"RL",10060,"Inside","1Fam","1Story",7,5,2005,2004,"Gable","Gd","TA","PConc","Gd","TA","Av","GLQ",24,"Y",1573,0,0,1491,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",3,774,"TA","TA",0,7,2005,"Abnorml",199698
11913292,20,"RL",8976,"Corner","1Fam","1Story",4,3,1955,1955,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1006,0,0,925,1,0,3,1,"TA",5,"Typ",0,NA,"Other","Unf",1,282,"TA","TA",0,10,2009,"Abnorml",90784
11923940,20,"RL",9141,"Inside","1Fam","1Story",5,9,1947,2004,"Hip","TA","Ex","CBlock","TA","TA","No","Unf",0,"Y",678,0,0,665,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,6,2008,"Normal",141069
11934588,80,"RL",9505,"Inside","1Fam","2.5Sto",7,5,1984,1984,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",850,659,0,1475,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,384,"TA","TA",0,7,2006,"Normal",191166
11945236,20,"RL",10394,"Inside","1Fam","1Story",4,5,1953,1953,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1038,0,0,1031,1,0,2,1,"Fa",5,"Typ",1,"TA","Detchd","Unf",2,667,"Fa","Fa",0,11,2008,"Normal",119832
12019772,70,"RM",9840,"Inside","1Fam","2Story",6,4,1880,1948,"Gable","TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Y",1193,1051,0,2197,2,0,5,1,"Fa",8,"Typ",0,NA,"Detchd","Unf",1,208,"Fa","TA",0,5,2007,"Normal",111390
12062364,50,"RL",9877,"Inside","1Fam","1.5Sto",6,5,1943,1943,"Gable","TA","TA","CBlock","TA","TA","No","BLQ",281,"Y",1038,213,0,1278,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd","Unf",1,295,"TA","TA",0,4,2008,"Abnorml",135132
12073012,50,"RL",6334,"Inside","1Fam","1.5Sto",5,8,1875,1995,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"N",760,239,0,1037,1,0,2,1,"TA",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2010,"Normal",80171
12147548,190,"RL",11820,"Inside","Duplex","1.5Sto",4,4,1941,1940,"Gable","TA","Fa","BrkTil","Gd","TA","No","BLQ",347,"N",642,243,0,932,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd","Unf",1,287,"TA","TA",0,7,2009,"Normal",64254
12158196,50,"RM",6486,"Inside","1Fam","1.5Sto",5,6,1928,1948,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",1025,540,0,1612,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",1,221,"TA","TA",0,8,2005,"Family",126274
12200788,70,"RM",8757,"Inside","1Fam","2Story",7,9,1920,1987,"Hip","TA","Gd","PConc","TA","TA","No","ALQ",617,"Y",850,670,0,1435,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd","Unf",2,329,"TA","TA",0,7,2008,"Normal",165145
12264676,20,"RL",10940,"Corner","1Fam","1Story",5,8,1976,2000,"Gable","Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1208,"Y",1450,0,0,1490,2,0,3,1,"Gd",6,"Typ",1,"Fa","Attchd","RFn",2,541,"TA","TA",0,7,2006,"Normal",244496
12275324,80,"RL",9571,"Inside","1Fam","2.5Sto",5,8,1965,1992,"Gable","TA","Gd","PConc","TA","TA","Gd","ALQ",658,"Y",1319,0,0,1308,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,506,"TA","TA",0,10,2007,"Normal",219371
12285972,120,"RL",5122,"Inside","Twnhs","1Story",7,5,2007,2006,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",907,"Y",1326,0,0,1291,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,639,"TA","TA",0,7,2009,"Normal",177774
12328564,20,"RL",14683,"CulDSac","1Fam","1Story",6,7,1954,2002,"Hip","Gd","TA","CBlock","TA","TA","No","BLQ",714,"Y",1614,0,0,1718,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd","Unf",2,956,"TA","TA",0,11,2007,"Normal",246489
12339212,20,"RL",8894,"Inside","1Fam","1Story",5,5,1960,1960,"Gable","TA","TA","CBlock","Gd","TA","No","BLQ",483,"Y",910,0,0,935,1,0,3,1,"TA",5,"Typ",1,"Po","Attchd","Fin",2,467,"TA","TA",0,5,2007,"Normal",110011
12371156,20,"RL",9532,"Inside","1Fam","1Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1427,0,0,1457,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,657,"TA","TA",0,9,2009,"Abnorml",251206
12424396,80,"RL",10261,"Inside","1Fam","2.5Sto",6,6,1974,1974,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",538,"Y",1098,0,0,1106,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd","Fin",1,366,"TA","TA",555,7,2007,"Normal",131753
12488284,20,"RL",6758,"CulDSac","1Fam","1Story",5,5,1984,1978,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",681,"Y",890,0,0,955,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,256,"TA","TA",0,10,2008,"Normal",106344
12520228,20,"RL",8083,"Corner","1Fam","1Story",5,5,1953,1953,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1081,0,0,1068,1,0,3,1,"TA",5,"Min",1,"Gd",NA,NA,0,0,NA,NA,0,4,2006,"Normal",104362
12530876,60,"RL",11294,"Corner","1Fam","2Story",7,5,1990,1983,"Gable","TA","TA","BrkTil","Gd","TA","No","LwQ",1215,"Y",1313,1252,0,2635,2,1,4,1,"TA",8,"Typ",0,NA,"Attchd","Fin",2,724,"TA","TA",0,4,2006,"Normal",257056
12541524,120,"RM",5372,"Inside","TwnhsE","1Story",8,5,2007,2007,"Hip","Ex","TA","PConc","Ex","TA","Gd","GLQ",1416,"Y",1603,0,0,1572,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd","Fin",2,493,"TA","TA",0,11,2008,"Abnorml",481696
12584116,50,"RL",9362,"Inside","1Fam","1.5Sto",5,7,1924,1942,"Gable","TA","Gd","BrkTil","TA","TA","No","BLQ",406,"Y",919,283,0,1247,1,0,4,1,"TA",7,"Typ",0,NA,"Attchd","Unf",1,408,"TA","TA",0,3,2006,"Normal",94667
12616060,60,"RL",9256,"Inside","1Fam","2Story",7,5,1994,1994,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",850,806,0,1654,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,491,"TA","TA",0,7,2009,"Normal",227199
12658652,50,"RM",9127,"Inside","1Fam","1.5Sto",5,8,1925,1992,"Hip","TA","TA","PConc","TA","TA","Mn","Unf",0,"Y",820,628,0,1529,1,0,3,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",1,252,"TA","Fa",0,7,2007,"Normal",104171
12669300,120,"RM",4647,"FR2","TwnhsE","1Story",6,5,1989,1989,"Hip","TA","TA","PConc","Ex","TA","No","GLQ",840,"Y",1195,0,0,1181,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Fin",2,397,"TA","TA",0,6,2008,"Normal",124382
12679948,60,"RL",8990,"Corner","1Fam","2Story",6,7,1959,1959,"Gable","TA","TA","CBlock","TA","TA","No","ALQ",383,"Y",638,677,0,1396,1,1,4,1,"TA",7,"Typ",0,NA,"Attchd","Fin",1,285,"TA","TA",0,3,2010,"Normal",182373
12701244,60,"RL",13847,"Inside","1Fam","2Story",7,5,2005,2005,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",893,995,0,1936,2,1,4,1,"Gd",9,"Typ",1,"Gd","Other","Fin",3,654,"TA","TA",0,11,2006,"Abnorml",238600
12711892,75,"RM",9069,"Corner","1Fam","2.5Sto",7,6,1916,1949,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",832,866,0,1674,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd","Unf",1,218,"TA","TA",0,7,2006,"Normal",151817
12733188,20,"RL",11119,"Inside","1Fam","1Story",4,5,1963,1973,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",563,"Y",1409,0,0,1321,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd","Unf",2,462,"TA","TA",0,10,2006,"Normal",153072
12807724,20,"RH",9005,"Inside","1Fam","1Story",4,4,1956,1956,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",1108,"Y",1078,0,0,1039,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd","Unf",1,389,"TA","TA",0,11,2005,"Normal",111343
12850316,60,"RL",11460,"Inside","1Fam","2Story",6,5,1987,1987,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1037,796,0,1785,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,454,"TA","TA",0,5,2009,"Normal",195216
12860964,50,"RL",12220,"Inside","1Fam","1.5Sto",8,7,1988,1999,"Gable","Gd","TA","BrkTil","Gd","TA","Av","GLQ",433,"Y",1039,672,0,1783,2,0,4,1,"TA",8,"Typ",0,NA,"Other","RFn",2,509,"TA","TA",0,6,2010,"Normal",193589
12871612,30,"RL",9185,"Inside","1Fam","1Story",4,6,1941,1949,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",348,"Y",682,0,0,668,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd","Unf",1,242,"TA","TA",0,8,2009,"Normal",112668
12903556,20,"RL",6795,"Inside","1Fam","1Story",5,5,1962,1962,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",187,"Y",921,0,0,922,1,0,3,1,"TA",5,"Typ",0,NA,"Detchd","RFn",1,397,"TA","TA",0,5,2006,"Normal",96304
12988740,20,"RL",10879,"Inside","1Fam","1Story",5,3,1946,1946,"Hip","TA","TA","CBlock","TA","Fa","No","LwQ",755,"N",2141,0,0,2075,2,0,4,1,"TA",7,"Mod",0,NA,"Detchd","Unf",2,514,"TA","TA",0,10,2006,"Normal",121536
13020684,60,"RL",15327,"CulDSac","1Fam","2Story",6,5,2004,2004,"Gable","Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Y",855,1090,0,1876,2,1,4,1,"Gd",9,"Typ",1,"Gd","Other","Fin",3,638,"TA","TA",0,1,2007,"Normal",224552
13041980,120,"RL",8748,"Corner","TwnhsE","1Story",9,5,2007,2007,"Hip","Ex","TA","PConc","Ex","TA","No","GLQ",1517,"Y",1645,0,0,1746,1,1,1,1,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,1062,"TA","TA",0,10,2007,"Abnorml",396228
13052628,80,"RL",8119,"Inside","1Fam","2.5Sto",5,5,1953,1953,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",655,"Y",1557,0,0,1541,2,0,4,1,"TA",7,"Maj",0,NA,"Other","Unf",1,393,"TA","TA",0,8,2008,"Normal",149121
13084572,90,"RL",9806,"FR2","Duplex","1Story",4,5,1961,1961,"Gable","TA","TA","BrkTil",NA,NA,NA,NA,0,"Y",1228,0,0,1188,2,0,2,2,"TA",6,"Typ",0,NA,"Other","Unf",2,477,"TA","TA",0,3,2007,"Normal",81930
13116516,70,"RL",12659,"Inside","1Fam","2Story",5,5,1914,1945,"Gable","TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Y",921,875,0,1814,1,1,4,1,"TA",9,"Typ",0,NA,"Detchd","Unf",1,172,"Fa","Fa",0,7,2005,"Normal",164455
13201700,20,"RL",14457,"Inside","1Fam","1Story",10,5,1999,1999,"Gable","Ex","TA","PConc","Ex","Gd","Gd","GLQ",1433,"Y",2037,0,0,2056,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd","Fin",3,887,"TA","TA",0,9,2006,"Abnorml",371903
13212348,70,"RL",10946,"Corner","1Fam","2Story",8,7,1929,1948,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",801,691,0,1560,1,0,3,1,"Gd",7,"Typ",2,"Gd","Detchd","Unf",2,415,"TA","TA",0,6,2006,"Normal",222408
13222996,80,"RL",12567,"Inside","1Fam","2.5Sto",6,7,1984,2001,"Hip","TA","TA","CBlock","Gd","TA","No","Unf",0,"Y",1164,698,0,1887,3,1,3,1,"TA",7,"Typ",1,"TA","Other","Fin",2,488,"TA","TA",0,1,2007,"Abnorml",200130
13254940,75,"RM",9459,"Inside","1Fam","2.5Sto",6,5,1917,1948,"Gable","TA","TA","BrkTil","Gd","TA","No","LwQ",324,"N",1111,948,0,2136,1,1,3,1,"TA",8,"Typ",1,"Gd","Detchd","Unf",2,384,"Fa","Fa",0,4,2008,"Normal",140677
13286884,120,"RL",3235,"Corner","TwnhsE","1Story",7,5,1996,1996,"Gable","Gd","TA","PConc","Gd","TA","No","Unf",0,"Y",1400,0,0,1338,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd","RFn",2,490,"TA","TA",0,3,2006,"Normal",201383
13340124,20,"RL",14827,"Corner","1Fam","1Story",8,5,1993,1993,"Hip","Gd","TA","PConc","Gd","TA","Gd","GLQ",1321,"Y",2046,0,0,2075,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd","Fin",2,664,"TA","TA",0,8,2007,"Normal",230580
13350772,30,"RL",3959,"Corner","1Fam","1Story",5,8,1922,1949,"Gable","TA","TA","PConc","Fa","TA","No","Unf",0,"Y",904,0,0,875,1,0,2,1,"TA",4,"Typ",0,NA,NA,NA,0,0,NA,NA,0,7,2008,"Normal",76812
13393364,20,"RL",9643,"Inside","1Fam","1Story",5,6,1954,1954,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",493,"Y",1095,0,0,1099,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,339,"TA","TA",0,6,2008,"Normal",142693
13404012,50,"RL",10972,"Inside","1Fam","1.5Sto",4,5,1957,1984,"Gable","TA","TA","CBlock","TA","TA","Av","Unf",0,"Y",1085,693,0,1745,1,0,5,1,"TA",8,"Min",2,"TA","Attchd","Unf",1,312,"TA","TA",0,11,2008,"Normal",136843
13435956,160,"FV",3895,"FR2","TwnhsE","2Story",7,5,1996,1996,"Hip","Gd","TA","PConc","Gd","TA","No","GLQ",443,"Y",707,707,0,1486,2,1,3,1,"Gd",6,"Typ",0,NA,"Detchd","Unf",2,531,"TA","TA",0,3,2006,"Normal",216907
13489196,40,"RL",24507,"Inside","1Fam","1Story",7,6,1973,1973,"Flat","Gd","TA","PConc","Gd","TA","Gd","GLQ",1277,"Y",1361,186,0,1534,0,1,0,1,"Gd",4,"Typ",1,"TA","Attchd","Fin",2,610,"TA","TA",0,4,2009,"Normal",200206
13499844,20,"RL",9580,"Inside","1Fam","1Story",6,7,1958,1958,"Hip","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1550,0,0,1439,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd","RFn",2,449,"TA","TA",0,8,2009,"Normal",225818
13521140,80,"RL",11319,"Corner","1Fam","2.5Sto",6,7,1959,2005,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",700,"Y",1392,0,0,1422,1,0,2,1,"Ex",5,"Typ",1,"Gd","Other","RFn",1,317,"TA","TA",0,5,2007,"Normal",193655
13563732,80,"RL",18048,"CulDSac","1Fam","2.5Sto",6,5,1967,1966,"Gable","TA","TA","CBlock","Gd","TA","Av","ALQ",515,"Y",1703,0,0,1702,1,1,3,1,"TA",7,"Typ",1,"Gd","Attchd","RFn",2,487,"TA","TA",0,6,2008,"Normal",223565
13585028,50,"C",7197,"Inside","1Fam","1.5Sto",4,4,1920,1944,"Gable","TA","Gd","CBlock","TA","TA","No","Unf",0,"Y",729,437,0,1119,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","RFn",2,516,"TA","TA",0,4,2009,"Abnorml",54895
13606324,20,"RL",7718,"CulDSac","1Fam","1Story",7,5,1984,1984,"Hip","TA","TA","CBlock","Gd","TA","No","ALQ",1025,"Y",1277,0,0,1327,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd","Fin",2,502,"Gd","Gd",0,7,2006,"Normal",216951
13648916,50,"RM",5999,"Inside","1Fam","1.5Sto",6,6,1939,1948,"Gable","TA","Fa","CBlock","TA","TA","No","Unf",0,"Y",866,567,0,1386,1,0,4,1,"TA",6,"Typ",1,"Gd","Detchd","Unf",1,274,"TA","TA",0,5,2008,"Normal",116254
13659564,20,"RL",9775,"Inside","1Fam","1Story",6,5,1957,1957,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",569,"Y",1339,0,0,1373,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","Unf",2,507,"TA","TA",0,6,2009,"Normal",117782
13670212,20,"RL",38095,"Inside","1Fam","1Story",5,5,1956,1956,"Gable","TA","Gd","CBlock","TA","TA","Av","LwQ",815,"Y",1599,0,0,1515,2,0,4,1,"TA",7,"Typ",0,NA,"Attchd","Unf",2,398,"TA","TA",0,6,2005,"Normal",217495
13702156,80,"RL",14661,"Corner","1Fam","2.5Sto",5,7,1962,1962,"Hip","TA","TA","PConc","TA","TA","Av","GLQ",1003,"Y",1169,0,0,1147,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd","RFn",2,460,"TA","TA",0,4,2009,"Normal",174670
13734100,60,"RL",9696,"Inside","1Fam","2Story",7,5,1970,1970,"Gable","TA","TA","PConc","Gd","TA","No","GLQ",193,"Y",857,830,0,1621,2,1,4,1,"TA",8,"Typ",1,"TA","Attchd","RFn",2,508,"TA","TA",0,3,2005,"Normal",164638
13808636,60,"RL",10411,"CulDSac","1Fam","2Story",7,5,1992,1992,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",709,"Y",975,931,0,1967,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd","Fin",2,500,"TA","TA",0,5,2008,"Normal",243897
13840580,20,"RL",9082,"Inside","1Fam","1Story",7,5,2002,2002,"Gable","Gd","TA","PConc","Gd","TA","Av","Unf",0,"Y",1576,0,0,1666,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",3,856,"TA","TA",0,4,2006,"Normal",254646
13893820,20,"RM",12579,"Inside","1Fam","1Story",5,7,1948,2003,"Gable","TA","TA","CBlock","TA","TA","No","GLQ",139,"Y",1117,0,0,1151,1,0,2,1,"Gd",6,"Typ",0,NA,"Attchd","Unf",2,505,"TA","TA",0,5,2007,"Normal",111392
13915116,20,"RL",17959,"Inside","1Fam","1Story",7,8,1959,1993,"Gable","Gd","Gd","PConc","Gd","TA","Av","GLQ",1474,"Y",1849,0,0,1823,2,0,3,1,"Ex",7,"Typ",2,"TA","Attchd","Fin",2,580,"TA","TA",0,5,2009,"Normal",314141
13925764,20,"RL",9181,"Inside","1Fam","1Story",7,5,2005,1997,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",935,"Y",1290,0,0,1285,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd","RFn",2,522,"TA","TA",0,1,2006,"Abnorml",183843
13936412,60,"RL",9561,"Inside","1Fam","2Story",8,5,1984,1984,"Gable","Gd","TA","PConc","Ex","TA","No","GLQ",467,"Y",1495,1309,0,2927,2,1,4,1,"Gd",9,"Typ",1,"Ex","Attchd","RFn",2,782,"Gd","Gd",0,6,2007,"Normal",273471
13957708,20,"RL",8326,"Inside","1Fam","1Story",4,6,1950,1950,"Hip","TA","TA","CBlock","TA","TA","No","LwQ",700,"Y",926,0,0,959,1,0,3,1,"TA",5,"Typ",1,"TA","Detchd","Unf",1,274,"TA","TA",0,10,2006,"Normal",133249
13979004,20,"RL",10403,"Inside","1Fam","1Story",8,5,2002,2002,"Gable","Gd","TA","PConc","Ex","TA","Gd","Unf",0,"Y",1674,0,0,1559,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd","RFn",3,890,"TA","TA",0,1,2008,"Normal",357307
14010948,20,"RL",10675,"Inside","1Fam","1Story",4,5,1953,1953,"Hip","TA","TA","PConc","TA","TA","No","ALQ",494,"Y",953,0,0,961,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","Unf",1,252,"TA","TA",0,2,2006,"Normal",135188
14021596,20,"RL",8792,"Inside","1Fam","1Story",6,3,1949,1949,"Hip","TA","TA","CBlock","TA","TA","No","ALQ",183,"Y",1463,0,0,1452,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd","RFn",2,437,"TA","TA",0,6,2009,"Normal",190647
14032244,20,"RL",6541,"Corner","1Fam","1Story",3,6,1949,1949,"Hip","TA","TA","CBlock",NA,NA,NA,NA,0,"N",696,0,0,717,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,286,"TA","Fa",0,7,2008,"Normal",71268
14042892,60,"RL",10048,"Inside","1Fam","2Story",7,5,1982,1982,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",692,"Y",1061,870,0,1827,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,588,"TA","TA",0,6,2010,"Normal",164003
14085484,30,"RH",4306,"Inside","1Fam","1Story",3,6,1931,1998,"Gable","TA","TA","BrkTil","TA","TA","No","LwQ",535,"Y",753,0,0,786,1,0,3,1,"Gd",6,"Typ",0,NA,NA,NA,0,0,NA,NA,0,5,2006,"Normal",62733
14106780,50,"RM",10501,"Corner","1Fam","1.5Sto",6,7,1920,1943,"Gable","Gd","Gd","BrkTil","Gd","TA","No","LwQ",469,"Y",1548,1167,0,2824,2,0,5,1,"TA",8,"Mod",2,"TA","Detchd","Unf",2,541,"Fa","TA",0,6,2007,"Normal",312967
14138724,80,"RL",10362,"Inside","1Fam","2.5Sto",5,5,1973,1973,"Gable","TA","TA","CBlock","TA","TA","Av","ALQ",470,"Y",926,0,0,959,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd","Unf",2,598,"TA","TA",0,7,2006,"Normal",115401
14149372,20,"RL",9199,"Inside","1Fam","1Story",4,6,1938,1955,"Gable","TA","TA","CBlock","TA","TA","Mn","ALQ",689,"Y",789,0,0,851,1,0,2,1,"TA",3,"Typ",1,"Gd","Detchd","Unf",1,301,"Fa","Fa",0,5,2008,"Normal",75485
14170668,160,"RM",2341,"Inside","TwnhsE","2Story",5,6,1967,1967,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",733,"Y",788,574,0,1328,1,1,3,1,"TA",7,"Min",0,NA,"Attchd","Unf",2,451,"TA","TA",0,5,2008,"Normal",123547
14223908,20,"RL",9978,"Corner","1Fam","1Story",5,7,1963,1963,"Hip","TA","Gd","CBlock","TA","TA","Mn","LwQ",373,"Y",871,0,0,872,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","RFn",1,275,"TA","TA",0,6,2006,"Normal",128752
14266500,50,"RL",7319,"Inside","1Fam","1.5Sto",6,6,1928,1945,"Gable","TA","TA","BrkTil","TA","TA","No","Unf",0,"Y",1224,775,0,1875,1,1,3,1,"TA",9,"Typ",1,"TA","Detchd","Unf",2,340,"Fa","Fa",0,3,2009,"Normal",151625
14287796,30,"RM",5973,"Inside","1Fam","1Story",4,4,1920,1942,"Hip","TA","TA","PConc","TA","TA","No","ALQ",240,"Y",976,0,0,950,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd","Unf",1,313,"TA","TA",0,7,2007,"Normal",111157
14341036,90,"RL",11065,"Inside","Duplex","2Story",5,5,1960,1960,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",523,"Y",1396,1359,0,2559,2,2,6,2,"TA",12,"Typ",0,NA,"Detchd","Unf",4,963,"TA","TA",0,8,2009,"Normal",246435
14394276,80,"RL",9744,"Inside","1Fam","2.5Sto",7,6,1968,1985,"Gable","TA","TA","CBlock","TA","TA","No","Unf",0,"Y",1173,685,0,1886,3,0,4,1,"Gd",8,"Typ",1,"TA","Attchd","RFn",2,495,"TA","TA",0,9,2005,"Normal",137724
14404924,20,"RL",9539,"Corner","1Fam","1Story",5,5,1961,1961,"Gable","TA","TA","CBlock","TA","TA","No","LwQ",330,"Y",909,0,0,907,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd","RFn",1,255,"TA","TA",0,10,2007,"Normal",93957
14468812,50,"RL",12126,"FR2","1Fam","1.5Sto",4,4,1920,1997,"Gable","TA","Gd","BrkTil","TA","Fa","No","Unf",0,"Y",1272,434,0,1814,2,0,4,1,"TA",7,"Typ",1,"Gd","Attchd","Unf",1,360,"TA","TA",0,6,2009,"Normal",86682
14479460,60,"RL",8781,"Inside","1Fam","2Story",6,5,2006,2006,"Gable","TA","TA","PConc","Gd","TA","No","Unf",0,"Y",627,817,0,1349,2,1,3,1,"Gd",6,"Typ",1,"Gd","Other","Fin",2,434,"TA","TA",0,3,2006,"Abnorml",164174
14500756,60,"FV",7734,"Inside","1Fam","2Story",7,5,1990,1990,"Gable","Gd","TA","PConc","Gd","TA","No","GLQ",523,"Y",780,831,0,1610,2,1,3,1,"Gd",7,"Typ",0,NA,"Attchd","RFn",2,644,"TA","TA",0,1,2009,"Normal",226535
14543348,20,"RL",10618,"FR2","1Fam","1Story",8,5,1995,1995,"Hip","Gd","TA","PConc","Gd","TA","Av","BLQ",366,"Y",1614,0,0,1749,2,0,3,1,"Gd",8,"Typ",1,"TA","Attchd","Fin",2,505,"TA","TA",0,5,2010,"Normal",234141
14553996,50,"RL",5434,"Corner","1Fam","1.5Sto",4,6,1920,1947,"Gable","Fa","TA","PConc","TA","TA","No","ALQ",316,"Y",870,517,0,1311,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd","Fin",1,336,"TA","TA",0,10,2009,"Normal",122698
14564644,80,"RL",9371,"Inside","1Fam","2.5Sto",6,6,1955,1991,"Hip","TA","TA","CBlock","TA","TA","Av","BLQ",847,"Y",1596,0,0,1732,1,0,3,1,"Gd",8,"Typ",1,"TA","Other","RFn",1,362,"TA","TA",0,10,2007,"Normal",147902
14617884,30,"RL",6134,"Inside","1Fam","1Story",6,5,1930,1944,"Gable","TA","TA","BrkTil","Gd","TA","Mn","LwQ",367,"N",770,0,0,816,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd","Unf",1,153,"Fa","TA",0,4,2008,"Normal",112791
